name,alpha,beta,gamma,baseline_slo,sandbox_slo,slo_gain,baseline_ir_gt_1_25,sandbox_ir_gt_1_25,ir_gain,baseline_drop,sandbox_drop,drop_gain,baseline_limited_ratio,sandbox_limited_ratio,limited_gain,baseline_avg_interference,sandbox_avg_interference,baseline_ir_gt_1_5,sandbox_ir_gt_1_5,baseline_limiter_events_per_task,sandbox_limiter_events_per_task
minus2,0.833,0.882,0.784,0.5105263157894737,0.531578947368421,0.021052631578947323,0.05309734513274336,0.0,0.05309734513274336,0.47368421052631576,0.46842105263157896,0.005263157894736803,0.0,0.05263157894736842,-0.05263157894736842,1.0066339970501474,0.9703510233918129,0.04424778761061947,0.0,0.0,302.7842105263158
minus4,0.816,0.864,0.768,0.5368421052631579,0.5,-0.0368421052631579,0.02654867256637168,0.018691588785046728,0.007857083781324953,0.4631578947368421,0.49473684210526314,-0.03157894736842104,0.0,0.07894736842105263,-0.07894736842105263,0.9716435840707964,0.9822651869158878,0.0,0.009345794392523364,0.0,429.0157894736842
minus6,0.799,0.846,0.752,0.4473684210526316,0.5473684210526316,0.10000000000000003,0.10476190476190476,0.008771929824561403,0.09598997493734336,0.5157894736842106,0.45263157894736844,0.06315789473684214,0.0,0.05789473684210526,-0.05789473684210526,1.0037157142857143,0.9560457602339182,0.0761904761904762,0.0,0.0,270.6842105263158
minus8,0.782,0.828,0.736,0.4421052631578947,0.5157894736842106,0.07368421052631585,0.09523809523809523,0.009259259259259259,0.08597883597883597,0.5105263157894737,0.4842105263157895,0.026315789473684237,0.0,0.07894736842105263,-0.07894736842105263,1.0298604761904762,0.9907170524691358,0.09523809523809523,0.0,0.0,443.2473684210526
minus10,0.765,0.81,0.72,0.4789473684210526,0.5157894736842106,0.036842105263157954,0.11214953271028037,0.009174311926605505,0.10297522078367487,0.5105263157894737,0.4842105263157895,0.026315789473684237,0.0,0.06315789473684211,-0.06315789473684211,1.0215878504672897,0.983869877675841,0.037383177570093455,0.0,0.0,375.15263157894736
plus2,0.867,0.918,0.816,0.4789473684210526,0.5157894736842106,0.036842105263157954,0.08181818181818182,0.00909090909090909,0.07272727272727272,0.5,0.4842105263157895,0.01578947368421052,0.0,0.06315789473684211,-0.06315789473684211,1.0139655303030304,0.9637588636363636,0.06363636363636363,0.0,0.0,336.59473684210525
plus4,0.884,0.936,0.832,0.5052631578947369,0.49473684210526314,-0.010526315789473717,0.04504504504504504,0.028037383177570093,0.01700766186747495,0.4789473684210526,0.49473684210526314,-0.01578947368421052,0.0,0.07368421052631578,-0.07368421052631578,0.9823925675675675,0.9977794392523365,0.02702702702702703,0.018691588785046728,0.0,425.9736842105263
plus6,0.901,0.954,0.848,0.5,0.5210526315789473,0.021052631578947323,0.07207207207207207,0.018018018018018018,0.05405405405405406,0.47368421052631576,0.4789473684210526,-0.0052631578947368585,0.0,0.06842105263157895,-0.06842105263157895,0.9821591591591592,0.9719308558558558,0.04504504504504504,0.0,0.0,383.20526315789476
plus8,0.918,0.972,0.864,0.4631578947368421,0.5105263157894737,0.047368421052631615,0.08411214953271028,0.01818181818181818,0.0659303313508921,0.5052631578947369,0.4789473684210526,0.026315789473684237,0.0,0.07368421052631578,-0.07368421052631578,1.0060552180685358,0.9673502272727272,0.06542056074766354,0.01818181818181818,0.0,384.1
plus10,0.935,0.99,0.88,0.4631578947368421,0.5157894736842106,0.052631578947368474,0.07476635514018691,0.009174311926605505,0.0655920432135814,0.5,0.4842105263157895,0.01578947368421052,0.0,0.07894736842105263,-0.07894736842105263,1.0069827881619937,0.9763747706422018,0.07476635514018691,0.0,0.0,413.94736842105266
